#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL	Download URL
Streptomyces	mirabilis	OV308	NZ_KN050747.1	56194	66686	melanin	False	istamycin	5	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NZ_KN050747.1/56194-66686	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000745715.1/NZ_KN050747/1/56194/66686
Streptomyces	purpureus	KA281	NZ_KB913030.1	4678406	4687174	melanin	False	istamycin	8	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NZ_KB913030.1/4678406-4687174	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000384175.1/NZ_KB913030/1/4678406/4687174
Streptomyces	purpureus	KA281	NZ_KB913030.1	6531960	6542353	melanin	False	melanin	28	BGC0000908	https://antismash-db.secondarymetabolites.org/go/NZ_KB913030.1/6531960-6542353	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000384175.1/NZ_KB913030/1/6531960/6542353
Streptomyces	Unclassified	SYP-A7193	NZ_CP045547.1	5677136	5687784	melanin	False	melanin	60	BGC0000909	https://antismash-db.secondarymetabolites.org/go/NZ_CP045547.1/5677136-5687784	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009495655.1/NZ_CP045547/1/5677136/5687784
Streptomyces	griseorubiginosus	BTU6	NZ_CP041168.1	805357	824701	melanin - terpene hybrid	False	melanin	71	BGC0000908	https://antismash-db.secondarymetabolites.org/go/NZ_CP041168.1/805357-824701	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_006516935.1/NZ_CP041168/1/805357/824701
Streptomyces	griseorubiginosus	BTU6	NZ_CP041168.1	3342261	3352750	melanin	False	istamycin	5	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NZ_CP041168.1/3342261-3352750	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_006516935.1/NZ_CP041168/1/3342261/3352750
Streptomyces	yokosukanensis	DSM 40224	NZ_KQ948210.1	46045	67389	melanin - terpene hybrid	False	melanin	57	BGC0000908	https://antismash-db.secondarymetabolites.org/go/NZ_KQ948210.1/46045-67389	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001514035.1/NZ_KQ948210/1/46045/67389
Streptomyces	collinus	Tu 365	NC_021985.1	1073219	1093583	melanin - terpene hybrid	False	melanin	71	BGC0000908	https://antismash-db.secondarymetabolites.org/go/NC_021985.1/1073219-1093583	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000444875.1/NC_021985/1/1073219/1093583
Streptomyces	collinus	Tu 365	NC_021985.1	3299611	3310103	melanin	False	istamycin	5	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NC_021985.1/3299611-3310103	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000444875.1/NC_021985/1/3299611/3310103
Streptomyces	yokosukanensis	DSM 40224	NZ_KQ948227.1	26364	72519	melanin - t1nrps hybrid	False	melanin	80	BGC0000909	https://antismash-db.secondarymetabolites.org/go/NZ_KQ948227.1/26364-72519	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001514035.1/NZ_KQ948227/1/26364/72519
Streptomyces	Unclassified	OM5714	NZ_WHZR01000001.1	5341496	5352129	melanin	False	melanin	60	BGC0000909	https://antismash-db.secondarymetabolites.org/go/NZ_WHZR01000001.1/5341496-5352129	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_010993835.1/NZ_WHZR01000001/1/5341496/5352129
Streptomyces	luteoverticillatus	CGMCC 15060	NZ_CP034587.1	2507911	2518319	melanin	False	melanin	28	BGC0000908	https://antismash-db.secondarymetabolites.org/go/NZ_CP034587.1/2507911-2518319	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003970715.1/NZ_CP034587/1/2507911/2518319
Streptomyces	qinzhouensis	SSL-25	NZ_CP042266.1	12581	225174	ectoine - melanin - other - phenazine - t1nrps - t1pks - t3pks hybrid	False	merochlorin A / merochlorin B / deschloro-merochlorin A / deschloro-merochlorin B / isochloro-merochlorin B / dichloro-merochlorin B / merochlorin D / merochlorin C	53	BGC0001083	https://antismash-db.secondarymetabolites.org/go/NZ_CP042266.1/12581-225174	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007856155.1/NZ_CP042266/1/12581/225174
Streptomyces	qinzhouensis	SSL-25	NZ_CP042266.1	5038827	5049283	melanin	False	melanin	100	BGC0000911	https://antismash-db.secondarymetabolites.org/go/NZ_CP042266.1/5038827-5049283	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007856155.1/NZ_CP042266/1/5038827/5049283
Streptomyces	Unclassified	NA02950	NZ_CP054916.1	8311310	8321745	melanin	False	melanin	28	BGC0000908	https://antismash-db.secondarymetabolites.org/go/NZ_CP054916.1/8311310-8321745	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013364155.1/NZ_CP054916/1/8311310/8321745
Streptomyces	tendae	VITAKN	NZ_JAAIFS010000002.1	356124	366694	melanin	False	istamycin	4	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NZ_JAAIFS010000002.1/356124-366694	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_010820575.1/NZ_JAAIFS010000002/1/356124/366694
Sinosporangium	album	CPCC 201354	NZ_FNCN01000013.1	179550	190786	melanin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FNCN01000013.1/179550-190786	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900100605.1/NZ_FNCN01000013/1/179550/190786
Actinoplanes	teichomyceticus	ATCC 31121	NZ_CP023865.1	4856205	4868169	melanin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP023865.1/4856205-4868169	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003711105.1/NZ_CP023865/1/4856205/4868169
Streptomyces	Unclassified	S1A1-7	NZ_CP041604.2	1914169	1924580	melanin	False	melanin	57	BGC0000908	https://antismash-db.secondarymetabolites.org/go/NZ_CP041604.2/1914169-1924580	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007113565.2/NZ_CP041604/2/1914169/1924580
Streptomyces	lavendulae	CCM 3239	NZ_CP024985.1	991545	1001105	melanin	False	saframycin A / saframycin B	4	BGC0000422	https://antismash-db.secondarymetabolites.org/go/NZ_CP024985.1/991545-1001105	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002803845.1/NZ_CP024985/1/991545/1001105
Streptomyces	lavendulae	CCM 3239	NZ_CP024985.1	1012498	1021255	melanin	False	melanin	100	BGC0000911	https://antismash-db.secondarymetabolites.org/go/NZ_CP024985.1/1012498-1021255	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002803845.1/NZ_CP024985/1/1012498/1021255
Streptomyces	lavendulae	CCM 3239	NZ_CP024985.1	7316298	7325732	melanin	False	melanin	100	BGC0000910	https://antismash-db.secondarymetabolites.org/go/NZ_CP024985.1/7316298-7325732	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002803845.1/NZ_CP024985/1/7316298/7325732
Streptomyces	lavendulae	CCM 3239	NZ_CP024985.1	7855249	7865675	melanin	False	saframycin A / saframycin B	4	BGC0000422	https://antismash-db.secondarymetabolites.org/go/NZ_CP024985.1/7855249-7865675	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002803845.1/NZ_CP024985/1/7855249/7865675
Streptomyces	scabiei	NCPPB 4066	NZ_KL997517.1	682266	748720	melanin - t1nrps hybrid	False	scabichelin	100	BGC0000423	https://antismash-db.secondarymetabolites.org/go/NZ_KL997517.1/682266-748720	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000738715.1/NZ_KL997517/1/682266/748720
Streptomyces	scabiei	NCPPB 4066	NZ_KL997519.1	404453	414912	melanin	False	istamycin	7	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NZ_KL997519.1/404453-414912	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000738715.1/NZ_KL997519/1/404453/414912
Kibdelosporangium	aridum	DSM 43828	NZ_FWXV01000002.1	1673447	1683747	melanin	False	melanin	100	BGC0000911	https://antismash-db.secondarymetabolites.org/go/NZ_FWXV01000002.1/1673447-1683747	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900176515.1/NZ_FWXV01000002/1/1673447/1683747
Streptomyces	Unclassified	GY16	NZ_CP045096.1	326023	336130	melanin	False	melanin	57	BGC0000908	https://antismash-db.secondarymetabolites.org/go/NZ_CP045096.1/326023-336130	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009184865.1/NZ_CP045096/1/326023/336130
Streptomyces	Unclassified	GY16	NZ_CP045096.1	3407485	3417926	melanin	False	istamycin	7	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NZ_CP045096.1/3407485-3417926	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009184865.1/NZ_CP045096/1/3407485/3417926
Streptomyces	griseoluteus	JCM 4765	NZ_SRRU01000012.1	8511	18994	melanin	False	istamycin	4	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NZ_SRRU01000012.1/8511-18994	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004784465.1/NZ_SRRU01000012/1/8511/18994
Streptomyces	cyaneus	CGMCC 4.1671	NZ_ML138678.1	1161826	1172324	melanin	False	istamycin	4	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NZ_ML138678.1/1161826-1172324	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004028635.1/NZ_ML138678/1/1161826/1172324
Streptomyces	cyaneus	CGMCC 4.1671	NZ_RQJW01000003.1	313910	335551	melanin - terpene hybrid	False	melanin	57	BGC0000908	https://antismash-db.secondarymetabolites.org/go/NZ_RQJW01000003.1/313910-335551	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004028635.1/NZ_RQJW01000003/1/313910/335551
Streptomyces	chartreusis	ATCC 14922	NZ_CP023689.1	6308069	6380564	butyrolactone - melanin - t2pks hybrid	False	mayamycin	77	BGC0001661	https://antismash-db.secondarymetabolites.org/go/NZ_CP023689.1/6308069-6380564	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008704715.1/NZ_CP023689/1/6308069/6380564
Streptomyces	chartreusis	ATCC 14922	NZ_CP023689.1	9195372	9217227	melanin - terpene hybrid	False	melanin	57	BGC0000908	https://antismash-db.secondarymetabolites.org/go/NZ_CP023689.1/9195372-9217227	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008704715.1/NZ_CP023689/1/9195372/9217227
Streptomyces	argenteolus	3259	NZ_VIWQ01000023.1	8113	18659	melanin	False	istamycin	2	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NZ_VIWQ01000023.1/8113-18659	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007829855.1/NZ_VIWQ01000023/1/8113/18659
Streptomyces	corchorusii	DSM 40340	NZ_KQ948351.1	326269	336764	melanin	False	istamycin	4	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NZ_KQ948351.1/326269-336764	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001514055.1/NZ_KQ948351/1/326269/336764
Streptomyces	fulvissimus	DSM 40593	NC_021177.1	7712878	7723352	melanin	False	melanin	100	BGC0000911	https://antismash-db.secondarymetabolites.org/go/NC_021177.1/7712878-7723352	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000385945.1/NC_021177/1/7712878/7723352
Streptomyces	glaucescens	GLA.O	NZ_CP009438.1	622644	632809	melanin	False	melanin	57	BGC0000908	https://antismash-db.secondarymetabolites.org/go/NZ_CP009438.1/622644-632809	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000761215.1/NZ_CP009438/1/622644/632809
Streptomyces	glaucescens	GLA.O	NZ_CP009438.1	2820775	2831324	melanin	False	istamycin	4	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NZ_CP009438.1/2820775-2831324	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000761215.1/NZ_CP009438/1/2820775/2831324
Streptomyces	rochei	7434AN4	NZ_AP018517.1	5242900	5253497	melanin	False	melanin	60	BGC0000909	https://antismash-db.secondarymetabolites.org/go/NZ_AP018517.1/5242900-5253497	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008064995.1/NZ_AP018517/1/5242900/5253497
Streptomyces	tendae	VITAKN	NZ_RSEG01000015.1	190397	201000	melanin	False	melanin	100	BGC0000910	https://antismash-db.secondarymetabolites.org/go/NZ_RSEG01000015.1/190397-201000	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009829585.1/NZ_RSEG01000015/1/190397/201000
Streptomyces	alboflavus	MDJK44	NZ_CP021748.1	3556579	3565604	melanin	False	melanin	28	BGC0000908	https://antismash-db.secondarymetabolites.org/go/NZ_CP021748.1/3556579-3565604	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002189675.2/NZ_CP021748/1/3556579/3565604
Streptomyces	alboflavus	MDJK44	NZ_CP021748.1	4786298	4796700	melanin	False	istamycin	5	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NZ_CP021748.1/4786298-4796700	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002189675.2/NZ_CP021748/1/4786298/4796700
Streptomyces	hawaiiensis	ATCC 12236	NZ_CP021978.1	591711	601681	melanin	False	melanin	57	BGC0000908	https://antismash-db.secondarymetabolites.org/go/NZ_CP021978.1/591711-601681	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004803895.1/NZ_CP021978/1/591711/601681
Streptomyces	hawaiiensis	ATCC 12236	NZ_CP021978.1	3187243	3197741	melanin	False	istamycin	4	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NZ_CP021978.1/3187243-3197741	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004803895.1/NZ_CP021978/1/3187243/3197741
Streptomyces	geranii	A301	NZ_PJME01000031.1	13703	24159	melanin	False	melanin	60	BGC0000909	https://antismash-db.secondarymetabolites.org/go/NZ_PJME01000031.1/13703-24159	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002954775.1/NZ_PJME01000031/1/13703/24159
Streptomyces	cavourensis	1AS2a	NZ_CP024957.1	234945	285110	melanin - t1nrps hybrid	False	coelichelin	81	BGC0000325	https://antismash-db.secondarymetabolites.org/go/NZ_CP024957.1/234945-285110	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002804165.1/NZ_CP024957/1/234945/285110
Streptomyces	cavourensis	1AS2a	NZ_CP024957.1	7339620	7350100	melanin	False	melanin	100	BGC0000911	https://antismash-db.secondarymetabolites.org/go/NZ_CP024957.1/7339620-7350100	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002804165.1/NZ_CP024957/1/7339620/7350100
Streptomyces	Unclassified	NEAU-sy36	NZ_CP058977.1	1018831	1029344	melanin	False	istamycin	4	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NZ_CP058977.1/1018831-1029344	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013423905.1/NZ_CP058977/1/1018831/1029344
Streptomyces	Unclassified	CB03238	NZ_NBCN01000014.1	153869	196431	melanin - nrps-like hybrid	False	melanin	28	BGC0000908	https://antismash-db.secondarymetabolites.org/go/NZ_NBCN01000014.1/153869-196431	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002099185.1/NZ_NBCN01000014/1/153869/196431
Streptomyces	Unclassified	CB03238	NZ_NBCN01000007.1	112830	123232	melanin	False	istamycin	8	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NZ_NBCN01000007.1/112830-123232	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002099185.1/NZ_NBCN01000007/1/112830/123232
Streptomyces	albus	DSM 41398	NZ_CP010519.1	3765660	3774520	melanin	False	melanin	100	BGC0000910	https://antismash-db.secondarymetabolites.org/go/NZ_CP010519.1/3765660-3774520	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000827005.1/NZ_CP010519/1/3765660/3774520
Streptomyces	albus	DSM 41398	NZ_CP010519.1	6572743	6617562	arylpolyene - ladderane - melanin hybrid	False	melanin	100	BGC0000910	https://antismash-db.secondarymetabolites.org/go/NZ_CP010519.1/6572743-6617562	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000827005.1/NZ_CP010519/1/6572743/6617562
Streptomyces	globisporus	TFH56	NZ_CP029361.1	287732	298206	melanin	False	melanin	100	BGC0000911	https://antismash-db.secondarymetabolites.org/go/NZ_CP029361.1/287732-298206	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003147545.1/NZ_CP029361/1/287732/298206
Streptomyces	rimosus	R6-500	NZ_CP045803.1	5340432	5351713	melanin	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP045803.1/5340432-5351713	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000707925.2/NZ_CP045803/1/5340432/5351713
Streptomyces	olivoreticuli	ATCC 31159	NZ_CP031455.1	3920196	3994462	melanin - t2pks hybrid	False	granaticin	27	BGC0000227	https://antismash-db.secondarymetabolites.org/go/NZ_CP031455.1/3920196-3994462	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003391135.1/NZ_CP031455/1/3920196/3994462
Streptomyces	olivoreticuli	ATCC 31159	NZ_CP031455.1	5655421	5665859	melanin	False	melanin	100	BGC0000911	https://antismash-db.secondarymetabolites.org/go/NZ_CP031455.1/5655421-5665859	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003391135.1/NZ_CP031455/1/5655421/5665859
Streptomyces	baarnensis	NRRL B-2842	NZ_KL573546.1	163092	173590	melanin	False	melanin	100	BGC0000911	https://antismash-db.secondarymetabolites.org/go/NZ_KL573546.1/163092-173590	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000716025.1/NZ_KL573546/1/163092/173590
Streptomyces	lividans	TK24	NZ_GG657756.1	5356984	5367554	melanin	False	melanin	60	BGC0000909	https://antismash-db.secondarymetabolites.org/go/NZ_GG657756.1/5356984-5367554	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000158935.1/NZ_GG657756/1/5356984/5367554
Streptomyces	hygroscopicus	KCTC 1717	NZ_CP013219.1	3091688	3102183	melanin	False	istamycin	4	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NZ_CP013219.1/3091688-3102183	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001447075.1/NZ_CP013219/1/3091688/3102183
Streptomyces	chartreusis	ATCC 14922	NZ_CP056041.1	7100965	7173460	butyrolactone - melanin - t2pks hybrid	False	mayamycin	77	BGC0001661	https://antismash-db.secondarymetabolites.org/go/NZ_CP056041.1/7100965-7173460	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013375055.1/NZ_CP056041/1/7100965/7173460
Streptomyces	chartreusis	ATCC 14922	NZ_CP056041.1	10012066	10033419	melanin - terpene hybrid	False	melanin	57	BGC0000908	https://antismash-db.secondarymetabolites.org/go/NZ_CP056041.1/10012066-10033419	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013375055.1/NZ_CP056041/1/10012066/10033419
Streptomyces	eurocidicus	CECT 3259	NZ_JACHJF010000001.1	348349	358730	melanin	False	melanin	28	BGC0000908	https://antismash-db.secondarymetabolites.org/go/NZ_JACHJF010000001.1/348349-358730	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014203505.1/NZ_JACHJF010000001/1/348349/358730
Streptomyces	eurocidicus	CECT 3259	NZ_JACHJF010000002.1	232757	243162	melanin	False	melanin	28	BGC0000908	https://antismash-db.secondarymetabolites.org/go/NZ_JACHJF010000002.1/232757-243162	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014203505.1/NZ_JACHJF010000002/1/232757/243162
Streptomyces	viridosporus	ATCC 39115	NZ_CP023700.1	3162045	3172501	melanin	False	melanin	100	BGC0000910	https://antismash-db.secondarymetabolites.org/go/NZ_CP023700.1/3162045-3172501	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008704515.1/NZ_CP023700/1/3162045/3172501
Streptomyces	coelicolor	CFB_NBC_0001	NZ_CP042324.1	2939312	2949882	melanin	False	istamycin	4	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NZ_CP042324.1/2939312-2949882	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008931305.1/NZ_CP042324/1/2939312/2949882
Streptomyces	cyaneogriseus	NMWT 1	NZ_CP010849.1	2865687	2876242	melanin	False	melanin	100	BGC0000910	https://antismash-db.secondarymetabolites.org/go/NZ_CP010849.1/2865687-2876242	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000931445.1/NZ_CP010849/1/2865687/2876242
Streptomyces	griseus	NBRC 13350	NC_010572.1	604067	611793	melanin	False	istamycin	4	BGC0000700	https://antismash-db.secondarymetabolites.org/go/NC_010572.1/604067-611793	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000010605.1/NC_010572/1/604067/611793
