#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL	Download URL
Pseudomonas	aeruginosa	NCTC11445	NZ_CP008859.2	773298	832704	phenazine - t1nrps hybrid	False	5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G	34	BGC0000934	https://antismash-db.secondarymetabolites.org/go/NZ_CP008859.2/773298-832704	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001516305.2/NZ_CP008859/2/773298/832704
Pseudomonas	aeruginosa	NCTC11445	NZ_CP008859.2	3514218	3535231	phenazine	False	pyocyanine	100	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NZ_CP008859.2/3514218-3535231	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001516305.2/NZ_CP008859/2/3514218/3535231
Vibrio	nigripulchritudo	SOn1	NZ_LK391965.1	266392	307518	nrps-like - phenazine hybrid	False	1,6-phenazinedimethanol / fontizine A	60	BGC0002002	https://antismash-db.secondarymetabolites.org/go/NZ_LK391965.1/266392-307518	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000723765.1/NZ_LK391965/1/266392/307518
Pseudomonas	aeruginosa	PAK	NZ_KE137323.1	970332	1030039	phenazine - t1nrps hybrid	False	pyochelin	100	BGC0000412	https://antismash-db.secondarymetabolites.org/go/NZ_KE137323.1/970332-1030039	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000408865.1/NZ_KE137323/1/970332/1030039
Pseudomonas	aeruginosa	PAK	NZ_KE137323.1	3694073	3746699	phenazine - thiopeptide hybrid	False	pyocyanine	57	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NZ_KE137323.1/3694073-3746699	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000408865.1/NZ_KE137323/1/3694073/3746699
Pseudomonas	aeruginosa	NCTC11445	NZ_AP014651.1	819480	878878	phenazine - t1nrps hybrid	False	5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G	34	BGC0000934	https://antismash-db.secondarymetabolites.org/go/NZ_AP014651.1/819480-878878	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001547955.1/NZ_AP014651/1/819480/878878
Pseudomonas	aeruginosa	NCTC11445	NZ_AP014651.1	3879998	3901011	phenazine	False	pyocyanine	100	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NZ_AP014651.1/3879998-3901011	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001547955.1/NZ_AP014651/1/3879998/3901011
Pseudomonas	aeruginosa	NCTC11445	NZ_CP053117.1	2061362	2080748	phenazine	False	endophenazine A / endophenazine B	38	BGC0001080	https://antismash-db.secondarymetabolites.org/go/NZ_CP053117.1/2061362-2080748	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013415045.1/NZ_CP053117/1/2061362/2080748
Pseudomonas	aeruginosa	NCTC11445	NZ_CP053117.1	4703916	4764189	phenazine - t1nrps hybrid	False	marinophenazine A / phenaziterpene A	30	BGC0001221	https://antismash-db.secondarymetabolites.org/go/NZ_CP053117.1/4703916-4764189	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013415045.1/NZ_CP053117/1/4703916/4764189
Streptomyces	cacaoi	H2S5	NZ_CP049838.1	55750	144283	butyrolactone - furan - other - phenazine - t1nrps - t3pks hybrid	False	merochlorin A / merochlorin B / deschloro-merochlorin A / deschloro-merochlorin B / isochloro-merochlorin B / dichloro-merochlorin B / merochlorin D / merochlorin C	63	BGC0001083	https://antismash-db.secondarymetabolites.org/go/NZ_CP049838.1/55750-144283	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013085465.1/NZ_CP049838/1/55750/144283
Streptomyces	cacaoi	H2S5	NZ_CP049838.1	9899903	9988669	butyrolactone - furan - other - phenazine - t1nrps - t3pks hybrid	False	merochlorin A / merochlorin B / deschloro-merochlorin A / deschloro-merochlorin B / isochloro-merochlorin B / dichloro-merochlorin B / merochlorin D / merochlorin C	63	BGC0001083	https://antismash-db.secondarymetabolites.org/go/NZ_CP049838.1/9899903-9988669	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013085465.1/NZ_CP049838/1/9899903/9988669
Pseudomonas	aeruginosa	NCTC11445	NZ_LLVF01000004.1	199845	211126	phenazine	True	endophenazine A / endophenazine B	16	BGC0001080	https://antismash-db.secondarymetabolites.org/go/NZ_LLVF01000004.1/199845-211126	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001454415.1/NZ_LLVF01000004/1/199845/211126
Pseudomonas	aeruginosa	NCTC11445	NZ_LLVF01000078.1	0	11275	phenazine	True	pyocyanine	42	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NZ_LLVF01000078.1/0-11275	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001454415.1/NZ_LLVF01000078/1/0/11275
Pseudomonas	aeruginosa	NCTC11445	NZ_JABUGU010000012.1	0	10164	phenazine	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JABUGU010000012.1/0-10164	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013328675.1/NZ_JABUGU010000012/1/0/10164
Pseudomonas	aeruginosa	NCTC11445	NZ_JABUGU010000008.1	234232	246823	phenazine	True	streptophenazine B / streptophenazine C / streptophenazine F / streptophenazine G / streptophenazine H	10	BGC0002010	https://antismash-db.secondarymetabolites.org/go/NZ_JABUGU010000008.1/234232-246823	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013328675.1/NZ_JABUGU010000008/1/234232/246823
Pseudomonas	Unclassified	WPR_5_2	NZ_RBLA01000002.1	686131	706551	phenazine	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_RBLA01000002.1/686131-706551	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003634475.1/NZ_RBLA01000002/1/686131/706551
Streptomyces	mirabilis	OV308	NZ_KN050734.1	380950	401376	phenazine	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KN050734.1/380950-401376	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000745715.1/NZ_KN050734/1/380950/401376
Streptomyces	purpureus	KA281	NZ_KB913030.1	206059	226551	phenazine	False	endophenazine A / endophenazine B	38	BGC0001080	https://antismash-db.secondarymetabolites.org/go/NZ_KB913030.1/206059-226551	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000384175.1/NZ_KB913030/1/206059/226551
Streptomyces	Unclassified	SYP-A7193	NZ_CP045549.1	0	67127	butyrolactone - phenazine - t2pks hybrid	True	nenestatin	36	BGC0001693	https://antismash-db.secondarymetabolites.org/go/NZ_CP045549.1/0-67127	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009495655.1/NZ_CP045549/1/0/67127
Pseudomonas	aeruginosa	Stone 130	NZ_KI517348.1	2680123	2740007	phenazine - t1nrps hybrid	False	marinophenazine A / phenaziterpene A	30	BGC0001221	https://antismash-db.secondarymetabolites.org/go/NZ_KI517348.1/2680123-2740007	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000478465.2/NZ_KI517348/1/2680123/2740007
Pseudomonas	aeruginosa	Stone 130	NZ_KI517348.1	5797004	5817493	phenazine	False	pyocyanine	28	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NZ_KI517348.1/5797004-5817493	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000478465.2/NZ_KI517348/1/5797004/5817493
Pseudomonas	aeruginosa	NCTC11445	NZ_CP008871.2	742476	801825	phenazine - t1nrps hybrid	False	marinophenazine A / phenaziterpene A	30	BGC0001221	https://antismash-db.secondarymetabolites.org/go/NZ_CP008871.2/742476-801825	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001516205.2/NZ_CP008871/2/742476/801825
Pseudomonas	aeruginosa	NCTC11445	NZ_CP008871.2	3627224	3648237	phenazine	False	pyocyanine	100	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NZ_CP008871.2/3627224-3648237	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001516205.2/NZ_CP008871/2/3627224/3648237
Streptomyces	Unclassified	OM5714	NZ_WHZR01000003.1	73983	126837	butyrolactone - phenazine - t2pks hybrid	True	lactonamycin	14	BGC0000238	https://antismash-db.secondarymetabolites.org/go/NZ_WHZR01000003.1/73983-126837	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_010993835.1/NZ_WHZR01000003/1/73983/126837
Pseudomonas	aeruginosa	NCTC11445	NZ_JTZV01000043.1	22764	38968	phenazine	True	pyocyanine	100	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NZ_JTZV01000043.1/22764-38968	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000797265.1/NZ_JTZV01000043/1/22764/38968
Pseudomonas	aeruginosa	NCTC11445	NZ_JTZV01000006.1	233589	245918	phenazine	True	streptophenazine B / streptophenazine C / streptophenazine F / streptophenazine G / streptophenazine H	10	BGC0002010	https://antismash-db.secondarymetabolites.org/go/NZ_JTZV01000006.1/233589-245918	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000797265.1/NZ_JTZV01000006/1/233589/245918
Pseudomonas	aeruginosa	NCTC11445	NZ_CP053706.1	764439	783983	phenazine	False	endophenazine A / endophenazine B	38	BGC0001080	https://antismash-db.secondarymetabolites.org/go/NZ_CP053706.1/764439-783983	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013201115.1/NZ_CP053706/1/764439/783983
Pseudomonas	aeruginosa	NCTC11445	NZ_CP053706.1	6468854	6529138	phenazine - t1nrps hybrid	False	marinophenazine A / phenaziterpene A	30	BGC0001221	https://antismash-db.secondarymetabolites.org/go/NZ_CP053706.1/6468854-6529138	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013201115.1/NZ_CP053706/1/6468854/6529138
Streptomyces	qinzhouensis	SSL-25	NZ_CP042266.1	12581	225174	ectoine - melanin - other - phenazine - t1nrps - t1pks - t3pks hybrid	False	merochlorin A / merochlorin B / deschloro-merochlorin A / deschloro-merochlorin B / isochloro-merochlorin B / dichloro-merochlorin B / merochlorin D / merochlorin C	53	BGC0001083	https://antismash-db.secondarymetabolites.org/go/NZ_CP042266.1/12581-225174	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007856155.1/NZ_CP042266/1/12581/225174
Paraburkholderia	Unclassified	7MK8-2	NZ_RBZV01000001.1	896667	927711	phenazine - terpene hybrid	False	lomofungin	26	BGC0001302	https://antismash-db.secondarymetabolites.org/go/NZ_RBZV01000001.1/896667-927711	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003628145.1/NZ_RBZV01000001/1/896667/927711
Streptomyces	qinzhouensis	SSL-25	NZ_CP042266.1	8021364	8134460	ectoine - other - phenazine - t1nrps - t1pks - t3pks hybrid	False	merochlorin A / merochlorin B / deschloro-merochlorin A / deschloro-merochlorin B / isochloro-merochlorin B / dichloro-merochlorin B / merochlorin D / merochlorin C	53	BGC0001083	https://antismash-db.secondarymetabolites.org/go/NZ_CP042266.1/8021364-8134460	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007856155.1/NZ_CP042266/1/8021364/8134460
Pseudomonas	Unclassified	LTJR-52	NZ_CP033105.1	4354360	4374792	phenazine	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP033105.1/4354360-4374792	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003691465.1/NZ_CP033105/1/4354360/4374792
Actinomadura	Unclassified	NBRC 110471	NZ_BDDE01000012.1	439202	459691	phenazine	False	streptophenazine B / streptophenazine C / streptophenazine F / streptophenazine G / streptophenazine H	21	BGC0002010	https://antismash-db.secondarymetabolites.org/go/NZ_BDDE01000012.1/439202-459691	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008327685.1/NZ_BDDE01000012/1/439202/459691
Pseudomonas	aeruginosa	BL15	NZ_KI518835.1	65855	126346	phenazine - t1nrps hybrid	False	5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G	34	BGC0000934	https://antismash-db.secondarymetabolites.org/go/NZ_KI518835.1/65855-126346	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000480845.1/NZ_KI518835/1/65855/126346
Pseudomonas	aeruginosa	BL15	NZ_KI518836.1	578484	599497	phenazine	False	pyocyanine	100	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NZ_KI518836.1/578484-599497	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000480845.1/NZ_KI518836/1/578484/599497
Pseudomonas	aeruginosa	BWHPSA043	NZ_KI914485.1	376161	397174	phenazine	False	pyocyanine	100	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NZ_KI914485.1/376161-397174	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000520335.1/NZ_KI914485/1/376161/397174
Pseudomonas	aeruginosa	BWHPSA043	NZ_KI914511.1	29939	90229	phenazine - t1nrps hybrid	False	5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G	34	BGC0000934	https://antismash-db.secondarymetabolites.org/go/NZ_KI914511.1/29939-90229	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000520335.1/NZ_KI914511/1/29939/90229
Pseudomonas	Unclassified	NFACC32-1	NZ_FMUL01000001.1	746947	767367	phenazine	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FMUL01000001.1/746947-767367	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900101215.1/NZ_FMUL01000001/1/746947/767367
Vibrio	Unclassified	vnigr-6D03	NZ_PIZL01000012.1	483773	525510	nrps-like - phenazine hybrid	False	1,6-phenazinedimethanol / fontizine A	60	BGC0002002	https://antismash-db.secondarymetabolites.org/go/NZ_PIZL01000012.1/483773-525510	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002835515.1/NZ_PIZL01000012/1/483773/525510
Burkholderia	glumae	257sh-1	NZ_CP035901.1	67521	145897	phenazine - t1nrps hybrid	False	lomofungin	34	BGC0001302	https://antismash-db.secondarymetabolites.org/go/NZ_CP035901.1/67521-145897	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009931375.1/NZ_CP035901/1/67521/145897
Pseudomonas	aeruginosa	B136-33	NC_020912.1	724460	783797	phenazine - t1nrps hybrid	False	5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G	34	BGC0000934	https://antismash-db.secondarymetabolites.org/go/NC_020912.1/724460-783797	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000359505.1/NC_020912/1/724460/783797
Pseudomonas	aeruginosa	B136-33	NC_020912.1	3447822	3468835	phenazine	False	pyocyanine	100	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NC_020912.1/3447822-3468835	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000359505.1/NC_020912/1/3447822/3468835
Pseudomonas	aeruginosa	NCTC11445	NZ_CP046404.1	744311	803811	phenazine - t1nrps hybrid	False	5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G	34	BGC0000934	https://antismash-db.secondarymetabolites.org/go/NZ_CP046404.1/744311-803811	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013393705.1/NZ_CP046404/1/744311/803811
Pseudomonas	aeruginosa	NCTC11445	NZ_CP046404.1	4181566	4202579	phenazine	False	pyocyanine	100	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NZ_CP046404.1/4181566-4202579	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013393705.1/NZ_CP046404/1/4181566/4202579
Pseudomonas	aeruginosa	NCTC11445	NZ_CP033686.1	732766	792279	phenazine - t1nrps hybrid	False	5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G	34	BGC0000934	https://antismash-db.secondarymetabolites.org/go/NZ_CP033686.1/732766-792279	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003798125.1/NZ_CP033686/1/732766/792279
Pseudomonas	aeruginosa	NCTC11445	NZ_CP033686.1	3583290	3604303	phenazine	False	pyocyanine	100	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NZ_CP033686.1/3583290-3604303	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003798125.1/NZ_CP033686/1/3583290/3604303
Pseudomonas	aeruginosa	PAO1H2O	NZ_CP008749.1	2061277	2080664	phenazine	False	endophenazine A / endophenazine B	38	BGC0001080	https://antismash-db.secondarymetabolites.org/go/NZ_CP008749.1/2061277-2080664	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000714515.1/NZ_CP008749/1/2061277/2080664
Pseudomonas	aeruginosa	PAO1H2O	NZ_CP008749.1	4703795	4764067	phenazine - t1nrps hybrid	False	marinophenazine A / phenaziterpene A	30	BGC0001221	https://antismash-db.secondarymetabolites.org/go/NZ_CP008749.1/4703795-4764067	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000714515.1/NZ_CP008749/1/4703795/4764067
Pseudomonas	aeruginosa	NCTC11445	NZ_JTYN01000012.1	205914	216977	phenazine	True	pyocyanine	28	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NZ_JTYN01000012.1/205914-216977	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000796145.1/NZ_JTYN01000012/1/205914/216977
Pseudomonas	aeruginosa	NCTC11445	NZ_JTXX01000011.1	0	10928	phenazine	True	pyocyanine	28	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NZ_JTXX01000011.1/0-10928	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000796505.1/NZ_JTXX01000011/1/0/10928
Pseudomonas	aeruginosa	NCTC11445	NZ_JTYN01000024.1	110740	121797	phenazine	True	pyocyanine	28	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NZ_JTYN01000024.1/110740-121797	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000796145.1/NZ_JTYN01000024/1/110740/121797
Pseudomonas	aeruginosa	NCTC11445	NZ_JTXX01000034.1	30989	41911	phenazine	True	pyocyanine	28	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NZ_JTXX01000034.1/30989-41911	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000796505.1/NZ_JTXX01000034/1/30989/41911
Pseudomonas	aeruginosa	NCTC11445	NZ_RWUB01000022.1	84643	95983	phenazine	True	streptophenazine B / streptophenazine C / streptophenazine F / streptophenazine G / streptophenazine H	7	BGC0002010	https://antismash-db.secondarymetabolites.org/go/NZ_RWUB01000022.1/84643-95983	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004374405.1/NZ_RWUB01000022/1/84643/95983
Pseudomonas	aeruginosa	NCTC11445	NZ_CP026680.1	758439	817928	phenazine - t1nrps hybrid	False	5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G	34	BGC0000934	https://antismash-db.secondarymetabolites.org/go/NZ_CP026680.1/758439-817928	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002946935.1/NZ_CP026680/1/758439/817928
Pseudomonas	aeruginosa	NCTC11445	NZ_RWUB01000007.1	0	10810	phenazine	True	pyocyanine	42	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NZ_RWUB01000007.1/0-10810	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004374405.1/NZ_RWUB01000007/1/0/10810
Pseudomonas	aeruginosa	NCTC11445	NZ_LLLM01000071.1	0	1119	phenazine	True	streptophenazine B / streptophenazine C / streptophenazine F / streptophenazine G / streptophenazine H	7	BGC0002010	https://antismash-db.secondarymetabolites.org/go/NZ_LLLM01000071.1/0-1119	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001449345.1/NZ_LLLM01000071/1/0/1119
Pseudomonas	aeruginosa	NCTC11445	NZ_LLLM01000072.1	0	1113	phenazine	True	pyocyanine	42	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NZ_LLLM01000072.1/0-1113	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001449345.1/NZ_LLLM01000072/1/0/1113
Pseudomonas	aeruginosa	NCTC11445	NZ_LLLM01000078.1	0	10347	phenazine	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LLLM01000078.1/0-10347	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001449345.1/NZ_LLLM01000078/1/0/10347
Pseudomonas	aeruginosa	NCTC11445	NZ_LLLM01000089.1	202977	213324	phenazine	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LLLM01000089.1/202977-213324	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001449345.1/NZ_LLLM01000089/1/202977/213324
Pseudomonas	aeruginosa	NCTC11445	NZ_CP050323.1	3509761	3529234	phenazine	False	endophenazine A / endophenazine B	38	BGC0001080	https://antismash-db.secondarymetabolites.org/go/NZ_CP050323.1/3509761-3529234	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013343335.1/NZ_CP050323/1/3509761/3529234
Pseudomonas	aeruginosa	NCTC11445	NZ_PVXJ01000007.1	0	11064	phenazine	True	pyocyanine	28	BGC0000936	https://antismash-db.secondarymetabolites.org/go/NZ_PVXJ01000007.1/0-11064	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003032395.1/NZ_PVXJ01000007/1/0/11064
