#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL	Download URL
Aggregatibacter	aphrophilus	PN_444	NZ_NRDA01000010.1	31889	78489	arylpolyene - resorcinol hybrid	True	aryl polyenes	27	BGC0002008	https://antismash-db.secondarymetabolites.org/go/NZ_NRDA01000010.1/31889-78489	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003130145.1/NZ_NRDA01000010/1/31889/78489
Prevotella	intermedia	KCOM 1741	NZ_CP024732.1	1402925	1442519	resorcinol	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP024732.1/1402925-1442519	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002763955.1/NZ_CP024732/1/1402925/1442519
Prevotella	intermedia	KCOM 1741	NZ_CP024732.1	1746092	1787229	resorcinol	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP024732.1/1746092-1787229	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002763955.1/NZ_CP024732/1/1746092/1787229
Chryseobacterium	takakiae	DSM 26898	NZ_FQVO01000005.1	8227	72961	arylpolyene - resorcinol hybrid	False	flexirubin	80	BGC0000838	https://antismash-db.secondarymetabolites.org/go/NZ_FQVO01000005.1/8227-72961	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900129385.1/NZ_FQVO01000005/1/8227/72961
Unclassified	Unclassified	OTSz_A_272	NZ_CP013244.1	2739554	2780685	resorcinol	False	berninamycin A	20	BGC0001472	https://antismash-db.secondarymetabolites.org/go/NZ_CP013244.1/2739554-2780685	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001679665.1/NZ_CP013244/1/2739554/2780685
Porphyromonas	gingivalis	11A	NZ_FUFE01000044.1	0	27838	resorcinol	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FUFE01000044.1/0-27838	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900157295.1/NZ_FUFE01000044/1/0/27838
Porphyromonas	gingivalis	11A	NZ_FUFE01000088.1	0	38108	resorcinol	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FUFE01000088.1/0-38108	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900157295.1/NZ_FUFE01000088/1/0/38108
Aggregatibacter	aphrophilus	PN_444	NZ_NRDB01000005.1	113304	160759	arylpolyene - resorcinol hybrid	True	APE Vf	25	BGC0000837	https://antismash-db.secondarymetabolites.org/go/NZ_NRDB01000005.1/113304-160759	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003130365.1/NZ_NRDB01000005/1/113304/160759
Chryseobacterium	Unclassified	None	NZ_LR733314.1	4354585	4422174	arylpolyene - resorcinol hybrid	False	flexirubin	77	BGC0000838	https://antismash-db.secondarymetabolites.org/go/NZ_LR733314.1/4354585-4422174	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_902506175.1/NZ_LR733314/1/4354585/4422174
Porphyromonas	gingivalis	AJW4	NZ_CP011996.1	1332650	1373808	resorcinol	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP011996.1/1332650-1373808	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001274615.1/NZ_CP011996/1/1332650/1373808
Alcaligenes	faecalis	J481	NZ_CP032521.1	2785931	2861755	resorcinol - t1nrps hybrid	False	bacillibactin	60	BGC0001185	https://antismash-db.secondarymetabolites.org/go/NZ_CP032521.1/2785931-2861755	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003716855.1/NZ_CP032521/1/2785931/2861755
Brevundimonas	diminuta	ATCC(B) 19146	NZ_CP035093.1	86560	127697	resorcinol	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP035093.1/86560-127697	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004102925.1/NZ_CP035093/1/86560/127697
Desulfobacter	vibrioformis	DSM 8776	NZ_JQKJ01000027.1	24195	49960	resorcinol	True	rhizopodin	15	BGC0001111	https://antismash-db.secondarymetabolites.org/go/NZ_JQKJ01000027.1/24195-49960	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000745975.1/NZ_JQKJ01000027/1/24195/49960
Prevotella	nigrescens	CC14M	NZ_KI669435.1	0	23764	resorcinol	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KI669435.1/0-23764	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000507825.1/NZ_KI669435/1/0/23764
Prevotella	nigrescens	CC14M	NZ_KI669441.1	220111	261247	resorcinol	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KI669441.1/220111-261247	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000507825.1/NZ_KI669441/1/220111/261247
Prevotella	nigrescens	CC14M	NZ_KI669445.1	0	4287	resorcinol	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KI669445.1/0-4287	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000507825.1/NZ_KI669445/1/0/4287
Flavobacterium	Unclassified	I3-2	NZ_CP058306.1	1086551	1139962	arylpolyene - resorcinol hybrid	False	flexirubin	75	BGC0000838	https://antismash-db.secondarymetabolites.org/go/NZ_CP058306.1/1086551-1139962	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013389595.1/NZ_CP058306/1/1086551/1139962
Capnocytophaga	ochracea	DSM 7271	NC_013162.1	663782	704910	resorcinol	False	flexirubin	16	BGC0000838	https://antismash-db.secondarymetabolites.org/go/NC_013162.1/663782-704910	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000023285.1/NC_013162/1/663782/704910
Formosa	maritima	1494	NZ_VSFC01000062.1	218233	271801	arylpolyene - resorcinol hybrid	False	flexirubin	75	BGC0000838	https://antismash-db.secondarymetabolites.org/go/NZ_VSFC01000062.1/218233-271801	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008084905.1/NZ_VSFC01000062/1/218233/271801
Dyadobacter	Unclassified	3J3	NZ_VTOL01000011.1	227789	273943	arylpolyene - resorcinol hybrid	False	flexirubin	22	BGC0000838	https://antismash-db.secondarymetabolites.org/go/NZ_VTOL01000011.1/227789-273943	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009801115.1/NZ_VTOL01000011/1/227789/273943
Pseudomonas	Unclassified	297	NZ_RHQP01000001.1	268659	321553	arylpolyene - resorcinol hybrid	False	APE Vf	45	BGC0000837	https://antismash-db.secondarymetabolites.org/go/NZ_RHQP01000001.1/268659-321553	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003935465.1/NZ_RHQP01000001/1/268659/321553
Flavobacterium	Unclassified	GT3R68	NZ_VJZK01000001.1	135221	190559	arylpolyene - resorcinol hybrid	False	flexirubin	83	BGC0000838	https://antismash-db.secondarymetabolites.org/go/NZ_VJZK01000001.1/135221-190559	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007109225.1/NZ_VJZK01000001/1/135221/190559
Cyclobacterium	marinum	DSM 745	NC_015914.1	2591261	2633127	resorcinol	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_015914.1/2591261-2633127	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000222485.1/NC_015914/1/2591261/2633127
Actinobacillus	suis	H91-0380	NC_018690.1	2085315	2137708	arylpolyene - resorcinol hybrid	False	APE Ec	31	BGC0000836	https://antismash-db.secondarymetabolites.org/go/NC_018690.1/2085315-2137708	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000307145.1/NC_018690/1/2085315/2137708
Pseudomonas	oleovorans	E1205	NZ_QXDA01000002.1	276572	328714	arylpolyene - resorcinol hybrid	False	APE Vf	45	BGC0000837	https://antismash-db.secondarymetabolites.org/go/NZ_QXDA01000002.1/276572-328714	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003550255.1/NZ_QXDA01000002/1/276572/328714
Pseudomonas	brassicacearum	37D10	NZ_MOBI01000028.1	2133	75478	resorcinol - t1nrps hybrid	False	pyoverdin	26	BGC0000413	https://antismash-db.secondarymetabolites.org/go/NZ_MOBI01000028.1/2133-75478	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003732175.1/NZ_MOBI01000028/1/2133/75478
Pseudomonas	cichorii	JBC1	NZ_CP007039.1	3303980	3345138	resorcinol	False	pyoverdin	1	BGC0000413	https://antismash-db.secondarymetabolites.org/go/NZ_CP007039.1/3303980-3345138	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000517305.1/NZ_CP007039/1/3303980/3345138
Agromyces	fucosus	CCUG 35506	NZ_SDPO01000001.1	11044	52187	resorcinol	False	balhimycin	8	BGC0000311	https://antismash-db.secondarymetabolites.org/go/NZ_SDPO01000001.1/11044-52187	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004134865.1/NZ_SDPO01000001/1/11044/52187
Variovorax	paradoxus	S110	NC_012791.1	2493700	2534654	resorcinol	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_012791.1/2493700-2534654	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000023345.1/NC_012791/1/2493700/2534654
Variovorax	paradoxus	S110	NC_012791.1	3543075	3589349	arylpolyene - resorcinol hybrid	False	lipopolysaccharide	5	BGC0000774	https://antismash-db.secondarymetabolites.org/go/NC_012791.1/3543075-3589349	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000023345.1/NC_012791/1/3543075/3589349
Flavobacterium	Unclassified	LPB248	NZ_CP058246.1	2589890	2643387	arylpolyene - resorcinol hybrid	False	flexirubin	91	BGC0000838	https://antismash-db.secondarymetabolites.org/go/NZ_CP058246.1/2589890-2643387	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013388355.1/NZ_CP058246/1/2589890/2643387
Pseudomonas	alcaligenes	NEB 585	NZ_CP014784.1	898859	942534	arylpolyene - resorcinol hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP014784.1/898859-942534	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001597285.1/NZ_CP014784/1/898859/942534
Mucilaginibacter	gotjawali	SA3-7	NZ_AP017313.1	2661162	2710514	arylpolyene - resorcinol hybrid	False	flexirubin	40	BGC0000839	https://antismash-db.secondarymetabolites.org/go/NZ_AP017313.1/2661162-2710514	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002355435.1/NZ_AP017313/1/2661162/2710514
Dyadobacter	alkalitolerans	DSM 23607	NZ_AUAS01000012.1	54256	100375	arylpolyene - resorcinol hybrid	False	flexirubin	19	BGC0000838	https://antismash-db.secondarymetabolites.org/go/NZ_AUAS01000012.1/54256-100375	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000428845.1/NZ_AUAS01000012/1/54256/100375
Hyunsoonleella	Unclassified	SJ7	NZ_JACNMF010000001.1	485473	538964	arylpolyene - resorcinol hybrid	False	flexirubin	75	BGC0000838	https://antismash-db.secondarymetabolites.org/go/NZ_JACNMF010000001.1/485473-538964	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014270105.1/NZ_JACNMF010000001/1/485473/538964
Capnocytophaga	ochracea	490_CAPN	NZ_JVFB01000029.1	0	29569	resorcinol	True	flexirubin	13	BGC0000838	https://antismash-db.secondarymetabolites.org/go/NZ_JVFB01000029.1/0-29569	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001057035.1/NZ_JVFB01000029/1/0/29569
Parashewanella	spongiae	HJ039	NZ_CP037952.1	112610	153720	resorcinol	False	berninamycin A	26	BGC0001472	https://antismash-db.secondarymetabolites.org/go/NZ_CP037952.1/112610-153720	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_004358345.1/NZ_CP037952/1/112610/153720
Pseudomonas	Unclassified	URMO17WK12:I1	NZ_QKZB01000005.1	224244	277109	arylpolyene - resorcinol hybrid	False	APE Vf	40	BGC0000837	https://antismash-db.secondarymetabolites.org/go/NZ_QKZB01000005.1/224244-277109	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003253695.1/NZ_QKZB01000005/1/224244/277109
Chryseobacterium	Unclassified	legu1	NZ_VOXE01000003.1	0	45005	arylpolyene - resorcinol hybrid	True	flexirubin	33	BGC0000838	https://antismash-db.secondarymetabolites.org/go/NZ_VOXE01000003.1/0-45005	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008014695.1/NZ_VOXE01000003/1/0/45005
Pseudomonas	Unclassified	NFACC41-3	NZ_FOAE01000005.1	612318	693963	resorcinol - t1nrps hybrid	False	pyoverdin	28	BGC0000413	https://antismash-db.secondarymetabolites.org/go/NZ_FOAE01000005.1/612318-693963	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900109505.1/NZ_FOAE01000005/1/612318/693963
Chryseobacterium	Unclassified	None	NZ_CP033070.1	2790173	2857232	arylpolyene - resorcinol hybrid	False	flexirubin	75	BGC0000838	https://antismash-db.secondarymetabolites.org/go/NZ_CP033070.1/2790173-2857232	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003669035.1/NZ_CP033070/1/2790173/2857232
Neisseria	canis	NCTC10296	NZ_LR134313.1	2260251	2329561	arylpolyene - resorcinol hybrid	False	aryl polyenes	33	BGC0002008	https://antismash-db.secondarymetabolites.org/go/NZ_LR134313.1/2260251-2329561	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900636765.1/NZ_LR134313/1/2260251/2329561
Comamonas	testosteroni	R5-28	NZ_CP043573.1	4727182	4769117	resorcinol	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP043573.1/4727182-4769117	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_014076475.1/NZ_CP043573/1/4727182/4769117
Flavobacterium	cauense	CGMCC 1.7270	NZ_VLKQ01000006.1	28196	83650	arylpolyene - resorcinol hybrid	False	flexirubin	83	BGC0000838	https://antismash-db.secondarymetabolites.org/go/NZ_VLKQ01000006.1/28196-83650	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007830385.1/NZ_VLKQ01000006/1/28196/83650
Desulfuromonas	soudanensis	WTL	NZ_CP010802.1	1329053	1398570	arylpolyene - resorcinol hybrid	False	flexirubin	16	BGC0000838	https://antismash-db.secondarymetabolites.org/go/NZ_CP010802.1/1329053-1398570	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001278055.1/NZ_CP010802/1/1329053/1398570
Pseudomonas	mendocina	NCTC10897	NZ_LR134290.1	641645	694522	arylpolyene - resorcinol hybrid	False	APE Vf	40	BGC0000837	https://antismash-db.secondarymetabolites.org/go/NZ_LR134290.1/641645-694522	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900636545.1/NZ_LR134290/1/641645/694522
Myroides	Unclassified	A21	NZ_CP010327.1	1217885	1270271	arylpolyene - resorcinol hybrid	False	flexirubin	66	BGC0000838	https://antismash-db.secondarymetabolites.org/go/NZ_CP010327.1/1217885-1270271	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000807225.1/NZ_CP010327/1/1217885/1270271
Tannerella	forsythia	KS16	NZ_AP013045.1	3214459	3255590	resorcinol	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_AP013045.1/3214459-3255590	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001547855.1/NZ_AP013045/1/3214459/3255590
Glycomyces	harbinensis	CGMCC 4.3516	NZ_FNAD01000001.1	652885	694727	resorcinol	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FNAD01000001.1/652885-694727	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900101745.1/NZ_FNAD01000001/1/652885/694727
Bacteroides	uniformis	AM28-49	NZ_SPHH01000019.1	75168	106384	resorcinol	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_SPHH01000019.1/75168-106384	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_005844235.1/NZ_SPHH01000019/1/75168/106384
Prevotella	intermedia	KCOM 1741	NZ_CP030094.1	187558	228698	resorcinol	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP030094.1/187558-228698	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003265025.1/NZ_CP030094/1/187558/228698
