#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL	Download URL
Halomonas	Unclassified	Soap Lake #6	NZ_CP020469.1	3719940	3741983	tropodithietic-acid	False	neoantimycin	17	BGC0001695	https://antismash-db.secondarymetabolites.org/go/NZ_CP020469.1/3719940-3741983	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003031405.1/NZ_CP020469/1/3719940/3741983
Phaeobacter	Unclassified	LSS9	NZ_CP031957.1	125486	163981	tropodithietic-acid	False	tropodithietic acid	100	BGC0000932	https://antismash-db.secondarymetabolites.org/go/NZ_CP031957.1/125486-163981	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003443595.1/NZ_CP031957/1/125486/163981
Phaeobacter	inhibens	P30	NZ_CP010746.1	79967	118465	tropodithietic-acid	False	tropodithietic acid	100	BGC0000932	https://antismash-db.secondarymetabolites.org/go/NZ_CP010746.1/79967-118465	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002892265.1/NZ_CP010746/1/79967/118465
Acinetobacter	indicus	TQ04	NZ_JAAZSM010000004.1	17373	38504	tropodithietic-acid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JAAZSM010000004.1/17373-38504	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_012371255.1/NZ_JAAZSM010000004/1/17373/38504
Hoeflea	halophila	KCTC 23107	NZ_OCPC01000001.1	535031	555646	tropodithietic-acid	False	ravidomycin	5	BGC0000263	https://antismash-db.secondarymetabolites.org/go/NZ_OCPC01000001.1/535031-555646	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900220985.1/NZ_OCPC01000001/1/535031/555646
Rhodophyticola	Unclassified	DY48A3-103	NZ_JABJVX010000009.1	43165	65187	tropodithietic-acid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JABJVX010000009.1/43165-65187	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013155465.1/NZ_JABJVX010000009/1/43165/65187
Brevibacterium	luteolum	UMB0680	NZ_PNFZ01000004.1	40183	74310	tropodithietic-acid	False	neoantimycin	15	BGC0001919	https://antismash-db.secondarymetabolites.org/go/NZ_PNFZ01000004.1/40183-74310	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002871435.1/NZ_PNFZ01000004/1/40183/74310
Novosphingobium	pentaromativorans	US6-1	NZ_CP009292.1	108317	150966	tropodithietic-acid	False	ravidomycin	5	BGC0000263	https://antismash-db.secondarymetabolites.org/go/NZ_CP009292.1/108317-150966	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000767465.1/NZ_CP009292/1/108317/150966
Acinetobacter	pittii	WCHAP100010	NZ_CP040911.1	2342568	2363213	tropodithietic-acid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP040911.1/2342568-2363213	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008694085.1/NZ_CP040911/1/2342568/2363213
Phaeobacter	inhibens	P30	NZ_CP010726.1	79933	118444	tropodithietic-acid	False	tropodithietic acid	100	BGC0000932	https://antismash-db.secondarymetabolites.org/go/NZ_CP010726.1/79933-118444	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002892085.1/NZ_CP010726/1/79933/118444
Brevibacterium	luteolum	UMB0680	NZ_CP035810.1	2430041	2472803	tropodithietic-acid	False	neoantimycin	15	BGC0001919	https://antismash-db.secondarymetabolites.org/go/NZ_CP035810.1/2430041-2472803	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011462075.1/NZ_CP035810/1/2430041/2472803
Phaeobacter	inhibens	P30	NZ_CP010742.1	79981	118479	tropodithietic-acid	False	tropodithietic acid	100	BGC0000932	https://antismash-db.secondarymetabolites.org/go/NZ_CP010742.1/79981-118479	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002892165.1/NZ_CP010742/1/79981/118479
Phaeobacter	inhibens	DSM 16374	NZ_AXBB01000005.1	112653	151151	tropodithietic-acid	False	tropodithietic acid	100	BGC0000932	https://antismash-db.secondarymetabolites.org/go/NZ_AXBB01000005.1/112653-151151	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000473105.1/NZ_AXBB01000005/1/112653/151151
Phaeobacter	inhibens	2.1	NC_018421.1	78843	117354	tropodithietic-acid	False	tropodithietic acid	100	BGC0000932	https://antismash-db.secondarymetabolites.org/go/NC_018421.1/78843-117354	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000154745.2/NC_018421/1/78843/117354
Acinetobacter	indicus	TQ04	NZ_JAAZRC010000004.1	0	83753	arylpolyene - tropodithietic-acid hybrid	True	APE Vf	45	BGC0000837	https://antismash-db.secondarymetabolites.org/go/NZ_JAAZRC010000004.1/0-83753	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_012370975.1/NZ_JAAZRC010000004/1/0/83753
Roseobacter	Unclassified	GAI101	NZ_DS999213.1	2507341	2528007	tropodithietic-acid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_DS999213.1/2507341-2528007	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000156335.1/NZ_DS999213/1/2507341/2528007
Phaeobacter	porticola	P97	NZ_CP016365.1	69592	108159	tropodithietic-acid	False	tropodithietic acid	100	BGC0000932	https://antismash-db.secondarymetabolites.org/go/NZ_CP016365.1/69592-108159	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001888185.1/NZ_CP016365/1/69592/108159
Janthinobacterium	Unclassified	YR213	NZ_FNDA01000001.1	1112854	1148408	bacteriocin - tropodithietic-acid hybrid	False	tropodithietic acid	36	BGC0000932	https://antismash-db.secondarymetabolites.org/go/NZ_FNDA01000001.1/1112854-1148408	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900099875.1/NZ_FNDA01000001/1/1112854/1148408
Bradyrhizobium	Unclassified	BL	NZ_JAAMRM010000022.1	152690	191666	tropodithietic-acid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JAAMRM010000022.1/152690-191666	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_012274525.1/NZ_JAAMRM010000022/1/152690/191666
Phaeobacter	inhibens	P30	NZ_CP010612.1	79932	118446	tropodithietic-acid	False	tropodithietic acid	100	BGC0000932	https://antismash-db.secondarymetabolites.org/go/NZ_CP010612.1/79932-118446	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002892025.1/NZ_CP010612/1/79932/118446
Sphingomonas	Unclassified	Root1294	NZ_LMEJ01000015.1	422060	443221	tropodithietic-acid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LMEJ01000015.1/422060-443221	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001426255.1/NZ_LMEJ01000015/1/422060/443221
Acinetobacter	indicus	TQ04	NZ_JAAZSK010000004.1	10116	51694	tropodithietic-acid	False	ravidomycin	5	BGC0000263	https://antismash-db.secondarymetabolites.org/go/NZ_JAAZSK010000004.1/10116-51694	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_012371235.1/NZ_JAAZSK010000004/1/10116/51694
Pseudomonas	marincola	YSy11	NZ_FPBC01000005.1	130328	152399	tropodithietic-acid	False	enterobactin	20	BGC0000343	https://antismash-db.secondarymetabolites.org/go/NZ_FPBC01000005.1/130328-152399	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900116605.1/NZ_FPBC01000005/1/130328/152399
Phaeobacter	inhibens	P30	NZ_CP019308.1	164909	203420	tropodithietic-acid	False	tropodithietic acid	100	BGC0000932	https://antismash-db.secondarymetabolites.org/go/NZ_CP019308.1/164909-203420	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001969345.1/NZ_CP019308/1/164909/203420
Phaeobacter	inhibens	P30	NZ_CP010736.1	79947	118461	tropodithietic-acid	False	tropodithietic acid	100	BGC0000932	https://antismash-db.secondarymetabolites.org/go/NZ_CP010736.1/79947-118461	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002891945.1/NZ_CP010736/1/79947/118461
Phaeobacter	inhibens	P30	NZ_CP010630.1	137674	176186	tropodithietic-acid	False	tropodithietic acid	100	BGC0000932	https://antismash-db.secondarymetabolites.org/go/NZ_CP010630.1/137674-176186	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002891965.1/NZ_CP010630/1/137674/176186
Acinetobacter	Unclassified	Leaf130	NZ_LMOE01000001.1	629078	672026	tropodithietic-acid	False	ravidomycin	5	BGC0000263	https://antismash-db.secondarymetabolites.org/go/NZ_LMOE01000001.1/629078-672026	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001423205.1/NZ_LMOE01000001/1/629078/672026
